iter	Logloss
255	0.4248993611
256	0.424741884
257	0.424625369
258	0.4242992239
259	0.4241572456
260	0.4239827852
261	0.4237659305
262	0.4235396277
263	0.4230355854
264	0.4227336275
265	0.4224879126
266	0.4222893652
267	0.4219136974
268	0.4216774751
269	0.4215152307
270	0.4212712028
271	0.4209604964
272	0.4208790062
273	0.4206496407
274	0.420456896
275	0.4203578616
276	0.4200241352
277	0.4197886695
278	0.4195872758
279	0.4189198452
280	0.4187794959
281	0.4183538556
282	0.4181217203
283	0.4180133636
284	0.4178093271
285	0.4177371328
286	0.4175770203
287	0.4173662693
288	0.4172479047
289	0.417064161
290	0.4166870788
291	0.4164136123
292	0.4163320049
293	0.4163146377
294	0.4161652998
295	0.416088582
296	0.415630126
297	0.415397202
298	0.4151195931
299	0.4148973622
300	0.4146979511
301	0.4144716695
302	0.4139177087
303	0.4137733193
304	0.4136755571
305	0.4131945518
306	0.4129335435
307	0.4127866761
308	0.4124739625
309	0.4122749309
310	0.4120303138
311	0.4119316146
312	0.4118866771
313	0.4115979061
314	0.4112061131
315	0.4109707385
316	0.4108596078
317	0.4106912598
318	0.4102860984
319	0.410066877
320	0.4097311724
321	0.4095629317
322	0.4092261858
323	0.408911376
324	0.4087848013
325	0.4084383399
326	0.4080284516
327	0.4079409654
328	0.4076341358
329	0.4074402146
330	0.4073411936
331	0.4069780509
332	0.4066718647
333	0.406464105
334	0.4063741506
335	0.4062289135
336	0.4060405943
337	0.4059777214
338	0.405529228
339	0.4053628657
340	0.4049212813
341	0.4047641403
342	0.4044564887
343	0.4043592081
344	0.4043255364
345	0.4041961807
346	0.404033338
347	0.4035137587
348	0.403450442
349	0.4030809764
350	0.4028761349
351	0.4027053169
352	0.4026346735
353	0.4023821451
354	0.4022771618
355	0.4021341617
356	0.4020271687
357	0.4018143262
358	0.4015310057
359	0.4012808606
360	0.4011015323
361	0.4007684276
362	0.4004762858
363	0.4003919627
364	0.400302586
365	0.4000856355
366	0.3998484816
367	0.3997012421
368	0.3993970491
369	0.3993134986
370	0.3992716149
371	0.3989062157
372	0.3987591006
373	0.3986644423
374	0.3985079836
375	0.3983953273
376	0.3982792433
377	0.3981797237
378	0.3980125939
379	0.3978838252
380	0.3976776546
381	0.3975320602
382	0.3972763664
383	0.3972294905
384	0.3971389241
385	0.3969540849
386	0.3968236202
387	0.3967213044
388	0.3966145073
389	0.3964398039
390	0.3963093282
391	0.3960538406
392	0.3955945646
393	0.3950412794
394	0.3947417433
395	0.3946403631
396	0.3944700747
397	0.3943094257
398	0.3940430597
399	0.3938504793
400	0.3936861561
401	0.3936187285
402	0.3934978847
403	0.3932902678
404	0.3931021363
405	0.3930050809
406	0.3928842844
407	0.392793451
408	0.3927083923
409	0.3923459429
410	0.3921436967
411	0.3919438796
412	0.3918988738
413	0.3917827255
414	0.3916378225
415	0.3915927189
416	0.3913352756
417	0.3912537459
418	0.3910330495
419	0.3907425973
420	0.3905328733
421	0.3903529968
422	0.3902401705
423	0.3900462888
424	0.3898922879
425	0.3897852224
426	0.3895842043
427	0.3894824406
428	0.3893734196
429	0.3892816119
430	0.3889784837
431	0.3888888461
432	0.3886831013
433	0.388594136
434	0.3884674448
435	0.3884372397
436	0.3883162879
437	0.3881332327
438	0.387992406
439	0.3878540794
440	0.3877371633
441	0.3876460534
442	0.387602443
443	0.3874309332
444	0.3873779931
445	0.3872683671
446	0.3871516836
447	0.3870408675
448	0.387024661
449	0.3868762309
450	0.3868310032
451	0.3867061276
452	0.3865150775
453	0.3864229001
454	0.3862927364
455	0.3861712584
456	0.3861127295
457	0.3859548835
458	0.3858610292
459	0.3856589791
460	0.3855951665
461	0.3854281836
462	0.3852623106
463	0.3850322586
464	0.3849062894
465	0.384808907
466	0.384730749
467	0.3846273666
468	0.3845168774
469	0.3843867683
470	0.384341351
471	0.3843281679
472	0.3841584585
473	0.3840819955
474	0.3839256738
475	0.3837920211
476	0.3837546632
477	0.383677202
478	0.3835840118
479	0.383527741
480	0.383449746
481	0.383129465
482	0.3830441437
483	0.3829780019
484	0.3828410032
485	0.3826561065
486	0.3825249901
487	0.3824348322
488	0.3823809576
489	0.3823115677
490	0.3822564143
491	0.3821871325
492	0.3821524312
493	0.3820728724
494	0.3820248461
495	0.38190175
496	0.3818762664
497	0.3817381619
498	0.3816224127
499	0.3814588088
500	0.3813374411
501	0.3810698767
502	0.3809661905
503	0.3807730326
504	0.3806567336
505	0.3805653625
506	0.3803608447
507	0.3803236343
508	0.380285377
509	0.3801542497
510	0.3800848619
511	0.3800620336
512	0.3799750685
513	0.3798749093
514	0.3796170121
515	0.3795808887
516	0.3795225266
517	0.3794309133
518	0.3792173822
519	0.3790961142
520	0.3790500503
521	0.3789659684
522	0.3788644783
523	0.3787955956
524	0.378702237
525	0.378623067
526	0.3785730578
527	0.3784354282
528	0.378369171
529	0.3782855324
530	0.3782336963
531	0.3778821494
532	0.3777796454
533	0.3776751856
534	0.3775886484
535	0.3775158313
536	0.3774736495
537	0.3773710624
538	0.3772655085
539	0.3770981265
540	0.3769648245
541	0.3768217382
542	0.3767309468
543	0.3767056342
544	0.3765373332
545	0.3764434557
546	0.3763752202
547	0.3761417192
548	0.3760319079
549	0.3758443643
550	0.3758259667
551	0.3758105132
552	0.3757809308
553	0.3756784149
554	0.3755753561
555	0.3754958193
556	0.3754459264
557	0.3753584579
558	0.3752634879
559	0.375234128
560	0.3751792244
561	0.3751450361
562	0.3751281993
563	0.3750257584
564	0.3749364731
565	0.3748384022
566	0.3747837573
567	0.3747051206
568	0.3746444998
569	0.3746271096
570	0.3745464516
571	0.3744152393
572	0.3743540153
573	0.3742445729
574	0.3740708635
575	0.3737513149
576	0.3736813808
577	0.3736007712
578	0.3734038911
